algorithm,machine,problem size,time
mandelbrot,lasdpc,5000,1.369213676
mandelbrot,lasdpc,5000,1.366326164
mandelbrot,lasdpc,5000,1.368681846
mandelbrot,lasdpc,5000,1.368054184
mandelbrot,lasdpc,5000,1.368758716
mandelbrot,lasdpc,5000,1.369068688
mandelbrot,lasdpc,5000,1.369288367
mandelbrot,lasdpc,5000,1.367545746
mandelbrot,lasdpc,5000,1.367974200
mandelbrot,lasdpc,5000,1.369686791
mandelbrot,lasdpc,5000,1.367822468
mandelbrot,lasdpc,5000,1.369432840
mandelbrot,lasdpc,5000,1.370191142
mandelbrot,lasdpc,5000,1.370221669
mandelbrot,lasdpc,5000,1.370229836
mandelbrot,lasdpc,5000,1.367526194
mandelbrot,lasdpc,5000,1.369882935
mandelbrot,lasdpc,5000,1.368651851
mandelbrot,lasdpc,5000,1.368351851
mandelbrot,lasdpc,5000,1.370453092
mandelbrot,lasdpc,5000,1.368845358
mandelbrot,lasdpc,5000,1.369651808
mandelbrot,lasdpc,5000,1.367112990
mandelbrot,lasdpc,5000,1.368806886
mandelbrot,lasdpc,5000,1.370198409
mandelbrot,lasdpc,5000,1.366298471
mandelbrot,lasdpc,5000,1.368600860
mandelbrot,lasdpc,5000,1.369065927
mandelbrot,lasdpc,5000,1.369253367
mandelbrot,lasdpc,5000,1.368881617
mandelbrot,lasdpc,5000,1.369279921
mandelbrot,lasdpc,5000,1.368757112
mandelbrot,lasdpc,5000,1.369706603
mandelbrot,lasdpc,5000,1.368973617
mandelbrot,lasdpc,5000,1.370448194
mandelbrot,lasdpc,5000,1.368730981
mandelbrot,lasdpc,5000,1.370500875
mandelbrot,lasdpc,5000,1.368380137
mandelbrot,lasdpc,5000,1.370783057
mandelbrot,lasdpc,5000,1.368350383
mandelbrot,lasdpc,5000,1.369891392
mandelbrot,lasdpc,5000,1.367117070
mandelbrot,lasdpc,5000,1.368906456
mandelbrot,lasdpc,5000,1.369115259
mandelbrot,lasdpc,5000,1.366295214
mandelbrot,lasdpc,5000,1.368650975
mandelbrot,lasdpc,5000,1.366353311
mandelbrot,lasdpc,5000,1.367976410
mandelbrot,lasdpc,5000,1.368841192
mandelbrot,lasdpc,5000,1.369079962
mandelbrot,lasdpc,5000,1.369363033
mandelbrot,lasdpc,5000,1.366360571
mandelbrot,lasdpc,5000,1.366341012
mandelbrot,lasdpc,5000,1.368269227
mandelbrot,lasdpc,5000,1.368566959
mandelbrot,lasdpc,5000,1.368831773
mandelbrot,lasdpc,5000,1.368663727
mandelbrot,lasdpc,5000,1.368126540
mandelbrot,lasdpc,5000,1.368352463
mandelbrot,lasdpc,5000,1.367405809
mandelbrot,lasdpc,5000,1.369363223
mandelbrot,lasdpc,5000,1.367429559
mandelbrot,lasdpc,5000,1.369056140
mandelbrot,lasdpc,5000,1.368387489
mandelbrot,lasdpc,5000,1.367571166
mandelbrot,lasdpc,5000,1.369358637
mandelbrot,lasdpc,5000,1.369667325
mandelbrot,lasdpc,5000,1.367139741
mandelbrot,lasdpc,5000,1.369356186
mandelbrot,lasdpc,5000,1.369147312
mandelbrot,lasdpc,5000,1.367971190
mandelbrot,lasdpc,5000,1.369527004
mandelbrot,lasdpc,5000,1.367400349
mandelbrot,lasdpc,5000,1.370187114
mandelbrot,lasdpc,5000,1.367997322
mandelbrot,lasdpc,5000,1.369709394
mandelbrot,lasdpc,5000,1.369078955
mandelbrot,lasdpc,5000,1.367190462
mandelbrot,lasdpc,5000,1.369366994
mandelbrot,lasdpc,5000,1.369378606
mandelbrot,lasdpc,5000,1.368137861
mandelbrot,lasdpc,5000,1.368057216
mandelbrot,lasdpc,5000,1.369190785
mandelbrot,lasdpc,5000,1.370286300
mandelbrot,lasdpc,5000,1.368318861
mandelbrot,lasdpc,5000,1.368845558
mandelbrot,lasdpc,5000,1.370211076
mandelbrot,lasdpc,5000,1.367296615
mandelbrot,lasdpc,5000,1.369784891
mandelbrot,lasdpc,5000,1.366347984
mandelbrot,lasdpc,5000,1.368652293
mandelbrot,lasdpc,5000,1.370218575
mandelbrot,lasdpc,5000,1.368396534
mandelbrot,lasdpc,5000,1.368273133
mandelbrot,lasdpc,5000,1.369653640
mandelbrot,lasdpc,5000,1.366580061
mandelbrot,lasdpc,5000,1.369676509
mandelbrot,lasdpc,5000,1.367430150
mandelbrot,lasdpc,5000,1.370236405
mandelbrot,lasdpc,5000,1.370247559
mandelbrot,lasdpc,5000,1.369102207
mandelbrot,lasdpc,5000,1.368247615
mandelbrot,lasdpc,5000,1.368512059
mandelbrot,lasdpc,5000,1.366520049
mandelbrot,lasdpc,5000,1.366994119
mandelbrot,lasdpc,5000,1.369569444
mandelbrot,lasdpc,5000,1.368575633
mandelbrot,lasdpc,5000,1.366339071
mandelbrot,lasdpc,5000,1.367048022
mandelbrot,lasdpc,5000,1.368589847
mandelbrot,lasdpc,5000,1.369088785
mandelbrot,lasdpc,5000,1.368302148
mandelbrot,lasdpc,5000,1.367810353
mandelbrot,lasdpc,5000,1.369350914
mandelbrot,lasdpc,5000,1.369098879
mandelbrot,lasdpc,5000,1.368240910
mandelbrot,lasdpc,5000,1.369367031
mandelbrot,lasdpc,5000,1.370456150
mandelbrot,lasdpc,5000,1.368436261
mandelbrot,lasdpc,5000,1.370486347
mandelbrot,lasdpc,5000,1.368505443
mandelbrot,lasdpc,5000,1.368521513
mandelbrot,lasdpc,5000,1.369613881
mandelbrot,lasdpc,5000,1.370341944
mandelbrot,lasdpc,5000,1.369670924
mandelbrot,lasdpc,5000,1.368788468
mandelbrot,lasdpc,5000,1.369371925
mandelbrot,lasdpc,5000,1.366367338
mandelbrot,lasdpc,5000,1.368895832
mandelbrot,lasdpc,5000,1.368420282
mandelbrot,lasdpc,5000,1.368394467
mandelbrot,lasdpc,5000,1.368527114
mandelbrot,lasdpc,5000,1.367583501
mandelbrot,lasdpc,5000,1.368228742
mandelbrot,lasdpc,5000,1.369779410
mandelbrot,lasdpc,5000,1.368833609
mandelbrot,lasdpc,5000,1.368923081
mandelbrot,lasdpc,5000,1.369178677
mandelbrot,lasdpc,5000,1.368374312
mandelbrot,lasdpc,5000,1.368398436
mandelbrot,lasdpc,5000,1.370460152
mandelbrot,lasdpc,5000,1.367728402
mandelbrot,lasdpc,5000,1.368553863
mandelbrot,lasdpc,5000,1.369362893
mandelbrot,lasdpc,5000,1.368673968
mandelbrot,lasdpc,5000,1.367958564
mandelbrot,lasdpc,5000,1.367594855
mandelbrot,lasdpc,5000,1.368018459
mandelbrot,lasdpc,5000,1.370504262
mandelbrot,lasdpc,5000,1.367988822
mandelbrot,lasdpc,5000,1.369070500
mandelbrot,lasdpc,5000,1.368563768
mandelbrot,lasdpc,5000,1.366350742
mandelbrot,lasdpc,5000,1.368223198
mandelbrot,lasdpc,5000,1.368806955
mandelbrot,lasdpc,5000,1.367948896
mandelbrot,lasdpc,5000,1.369088957
mandelbrot,lasdpc,5000,1.368713976
mandelbrot,lasdpc,5000,1.368830230
mandelbrot,lasdpc,5000,1.367327521
mandelbrot,lasdpc,5000,1.367814695
mandelbrot,lasdpc,5000,1.368540996
mandelbrot,lasdpc,5000,1.367825327
mandelbrot,lasdpc,5000,1.368714271
mandelbrot,lasdpc,5000,1.368547142
mandelbrot,lasdpc,5000,1.368538259
mandelbrot,lasdpc,5000,1.370214788
mandelbrot,lasdpc,5000,1.368240437
mandelbrot,lasdpc,5000,1.367843129
mandelbrot,lasdpc,5000,1.368131775
mandelbrot,lasdpc,5000,1.368860040
mandelbrot,lasdpc,5000,1.369359434
mandelbrot,lasdpc,5000,1.369908640
mandelbrot,lasdpc,5000,1.368679400
mandelbrot,lasdpc,5000,1.368252526
mandelbrot,lasdpc,5000,1.369959530
mandelbrot,lasdpc,5000,1.366279173
mandelbrot,lasdpc,5000,1.369897420
mandelbrot,lasdpc,5000,1.367953395
mandelbrot,lasdpc,5000,1.369062886
mandelbrot,lasdpc,5000,1.368707961
mandelbrot,lasdpc,5000,1.369401795
mandelbrot,lasdpc,5000,1.369344687
mandelbrot,lasdpc,5000,1.367181427
mandelbrot,lasdpc,5000,1.369346587
mandelbrot,lasdpc,5000,1.368581477
mandelbrot,lasdpc,5000,1.367415962
mandelbrot,lasdpc,5000,1.368686021
mandelbrot,lasdpc,5000,1.368516781
mandelbrot,lasdpc,5000,1.367630061
mandelbrot,lasdpc,5000,1.367968757
mandelbrot,lasdpc,5000,1.368184949
mandelbrot,lasdpc,5000,1.368556692
mandelbrot,lasdpc,5000,1.369040846
mandelbrot,lasdpc,5000,1.367597693
mandelbrot,lasdpc,5000,1.369957475
mandelbrot,lasdpc,5000,1.368729243
mandelbrot,lasdpc,5000,1.369658749
mandelbrot,lasdpc,5000,1.366994159
mandelbrot,lasdpc,5000,1.368169306
mandelbrot,lasdpc,5000,1.368038048
mandelbrot,lasdpc,5000,1.366291836
mandelbrot,lasdpc,5000,1.369377815
mandelbrot,lasdpc,5000,1.367161460
mandelbrot,lasdpc,5000,1.370281879
mandelbrot,lasdpc,5000,1.370132731
mandelbrot,lasdpc,5000,1.368021735
mandelbrot,lasdpc,5000,1.366373936
mandelbrot,lasdpc,5000,1.368631852
mandelbrot,lasdpc,5000,1.368177483
mandelbrot,lasdpc,5000,1.367866518
mandelbrot,lasdpc,5000,1.369528564
mandelbrot,lasdpc,5000,1.368690014
mandelbrot,lasdpc,5000,1.368811826
mandelbrot,lasdpc,5000,1.368731305
mandelbrot,lasdpc,5000,1.369102558
mandelbrot,lasdpc,5000,1.368624450
mandelbrot,lasdpc,5000,1.369094870
mandelbrot,lasdpc,5000,1.367355855
mandelbrot,lasdpc,5000,1.368821608
mandelbrot,lasdpc,5000,1.369258734
mandelbrot,lasdpc,5000,1.367880825
mandelbrot,lasdpc,5000,1.366349768
mandelbrot,lasdpc,5000,1.369115556
mandelbrot,lasdpc,5000,1.368375643
mandelbrot,lasdpc,5000,1.367573372
mandelbrot,lasdpc,5000,1.367807099
mandelbrot,lasdpc,5000,1.368241758
mandelbrot,lasdpc,5000,1.370478715
mandelbrot,lasdpc,5000,1.368615146
mandelbrot,lasdpc,5000,1.368527155
mandelbrot,lasdpc,5000,1.368221574
mandelbrot,lasdpc,5000,1.370544603
mandelbrot,lasdpc,5000,1.366567373
mandelbrot,lasdpc,5000,1.369708978
mandelbrot,lasdpc,5000,1.367255690
mandelbrot,lasdpc,5000,1.369927839
mandelbrot,lasdpc,5000,1.368468524
mandelbrot,lasdpc,5000,1.368784424
mandelbrot,lasdpc,5000,1.368817062
mandelbrot,lasdpc,5000,1.368439085
mandelbrot,lasdpc,5000,1.368571977
mandelbrot,lasdpc,5000,1.367202546
mandelbrot,lasdpc,5000,1.368388153
mandelbrot,lasdpc,5000,1.368897201
mandelbrot,lasdpc,5000,1.369381499
mandelbrot,lasdpc,5000,1.368514608
mandelbrot,lasdpc,5000,1.368415972
mandelbrot,lasdpc,5000,1.368700776
mandelbrot,lasdpc,5000,1.369108599
mandelbrot,lasdpc,5000,1.367178132
mandelbrot,lasdpc,5000,1.369339371
mandelbrot,lasdpc,5000,1.367762836
mandelbrot,lasdpc,5000,1.369363889
mandelbrot,lasdpc,5000,1.370160047
mandelbrot,lasdpc,5000,1.368058188
mandelbrot,lasdpc,5000,1.369986692
mandelbrot,lasdpc,5000,1.369965202
mandelbrot,lasdpc,5000,1.367620135
mandelbrot,lasdpc,5000,1.368122091
mandelbrot,lasdpc,5000,1.369688813
mandelbrot,lasdpc,5000,1.369090571
mandelbrot,lasdpc,5000,1.369080407
mandelbrot,lasdpc,5000,1.367173413
mandelbrot,lasdpc,5000,1.367855889
mandelbrot,lasdpc,5000,1.370539230
mandelbrot,lasdpc,5000,1.366556904
mandelbrot,lasdpc,5000,1.369381059
mandelbrot,lasdpc,5000,1.366756536
mandelbrot,lasdpc,5000,1.370805778
mandelbrot,lasdpc,5000,1.367695106
mandelbrot,lasdpc,5000,1.369371033
mandelbrot,lasdpc,5000,1.368214314
mandelbrot,lasdpc,5000,1.369340605
mandelbrot,lasdpc,5000,1.369135122
mandelbrot,lasdpc,5000,1.368509331
mandelbrot,lasdpc,5000,1.370173499
mandelbrot,lasdpc,5000,1.368120925
mandelbrot,lasdpc,5000,1.366630860
mandelbrot,lasdpc,5000,1.368801950
mandelbrot,lasdpc,5000,1.368488519
mandelbrot,lasdpc,5000,1.368265564
mandelbrot,lasdpc,5000,1.368485973
mandelbrot,lasdpc,5000,1.366769581
mandelbrot,lasdpc,5000,1.368788747
mandelbrot,lasdpc,5000,1.368080787
mandelbrot,lasdpc,5000,1.368827233
mandelbrot,lasdpc,5000,1.369889471
mandelbrot,lasdpc,5000,1.367606417
mandelbrot,lasdpc,5000,1.370188007
mandelbrot,lasdpc,5000,1.368878098
mandelbrot,lasdpc,5000,1.366561582
mandelbrot,lasdpc,5000,1.369231621
mandelbrot,lasdpc,5000,1.368896701
mandelbrot,lasdpc,5000,1.369948306
mandelbrot,lasdpc,5000,1.368011179
mandelbrot,lasdpc,5000,1.369318098
mandelbrot,lasdpc,5000,1.366316734
mandelbrot,lasdpc,5000,1.368855762
mandelbrot,lasdpc,5000,1.369885786
mandelbrot,lasdpc,5000,1.368131774
mandelbrot,lasdpc,5000,1.368370457
mandelbrot,lasdpc,5000,1.369957089
mandelbrot,lasdpc,5000,1.368614235
mandelbrot,lasdpc,5000,1.370433040
mandelbrot,lasdpc,5000,1.366544194
mandelbrot,lasdpc,5000,1.368473187
mandelbrot,lasdpc,5000,1.369670014
mandelbrot,lasdpc,5000,1.367219653
mandelbrot,lasdpc,5000,1.366816749
mandelbrot,lasdpc,5000,1.368783613
mandelbrot,lasdpc,5000,1.368376567
mandelbrot,lasdpc,5000,1.367586294
mandelbrot,lasdpc,5000,1.369192298
mandelbrot,lasdpc,5000,1.369402694
mandelbrot,lasdpc,5000,1.369383950
mandelbrot,lasdpc,5000,1.366303110
mandelbrot,lasdpc,5000,1.368667736
mandelbrot,lasdpc,5000,1.368487427
mandelbrot,lasdpc,5000,1.366849943
mandelbrot,lasdpc,5000,1.366330381
mandelbrot,lasdpc,5000,1.369229981
mandelbrot,lasdpc,5000,1.369620329
mandelbrot,lasdpc,5000,1.368685647
mandelbrot,lasdpc,5000,1.368680112
mandelbrot,lasdpc,5000,1.368402532
mandelbrot,lasdpc,5000,1.368242162
mandelbrot,lasdpc,5000,1.370181828
mandelbrot,lasdpc,5000,1.368148565
mandelbrot,lasdpc,5000,1.366777786
mandelbrot,lasdpc,5000,1.368329700
mandelbrot,lasdpc,5000,1.370535862
mandelbrot,lasdpc,5000,1.369589609
mandelbrot,lasdpc,5000,1.369717816
mandelbrot,lasdpc,5000,1.368721024
mandelbrot,lasdpc,5000,1.368411895
mandelbrot,lasdpc,5000,1.370129898
mandelbrot,lasdpc,5000,1.368405607
mandelbrot,lasdpc,5000,1.369286123
mandelbrot,lasdpc,5000,1.366309273
mandelbrot,lasdpc,5000,1.369395828
mandelbrot,lasdpc,5000,1.368515738
mandelbrot,lasdpc,5000,1.368230641
mandelbrot,lasdpc,5000,1.367855392
mandelbrot,lasdpc,5000,1.369221135
mandelbrot,lasdpc,5000,1.369078114
mandelbrot,lasdpc,5000,1.367333079
mandelbrot,lasdpc,5000,1.369526245
mandelbrot,lasdpc,5000,1.366910321
mandelbrot,lasdpc,5000,1.369414342
mandelbrot,lasdpc,5000,1.368274918
mandelbrot,lasdpc,5000,1.369386112
mandelbrot,lasdpc,5000,1.366285855
mandelbrot,lasdpc,5000,1.368456508
mandelbrot,lasdpc,5000,1.368079358
mandelbrot,lasdpc,5000,1.368400310
mandelbrot,lasdpc,5000,1.368505706
mandelbrot,lasdpc,5000,1.368690990
mandelbrot,lasdpc,5000,1.368584095
mandelbrot,lasdpc,5000,1.369338502
mandelbrot,lasdpc,5000,1.369116843
mandelbrot,lasdpc,5000,1.368262993
mandelbrot,lasdpc,5000,1.368806416
mandelbrot,lasdpc,5000,1.369410769
mandelbrot,lasdpc,5000,1.368538947
mandelbrot,lasdpc,5000,1.369896554
mandelbrot,lasdpc,5000,1.367828926
mandelbrot,lasdpc,5000,1.368080434
mandelbrot,lasdpc,5000,1.368890631
mandelbrot,lasdpc,5000,1.369922379
mandelbrot,lasdpc,5000,1.368232493
mandelbrot,lasdpc,5000,1.367754814
mandelbrot,lasdpc,5000,1.369358062
mandelbrot,lasdpc,5000,1.368280583
mandelbrot,lasdpc,5000,1.366843816
mandelbrot,lasdpc,5000,1.370500689
mandelbrot,lasdpc,5000,1.368440778
mandelbrot,lasdpc,5000,1.368555543
mandelbrot,lasdpc,5000,1.368515275
mandelbrot,lasdpc,5000,1.369885680
mandelbrot,lasdpc,5000,1.366985897
mandelbrot,lasdpc,5000,1.366743163
mandelbrot,lasdpc,5000,1.369528523
mandelbrot,lasdpc,5000,1.368153342
mandelbrot,lasdpc,5000,1.368833144
mandelbrot,lasdpc,5000,1.368128725
mandelbrot,lasdpc,5000,1.369482177
mandelbrot,lasdpc,5000,1.369386125
mandelbrot,lasdpc,5000,1.367438326
mandelbrot,lasdpc,5000,1.369906206
mandelbrot,lasdpc,5000,1.368286324
mandelbrot,lasdpc,5000,1.368842947
mandelbrot,lasdpc,5000,1.370438759
mandelbrot,lasdpc,5000,1.368007855
mandelbrot,lasdpc,5000,1.369220566
mandelbrot,lasdpc,5000,1.370198518
mandelbrot,lasdpc,5000,1.368546213
mandelbrot,lasdpc,5000,1.368700547
mandelbrot,lasdpc,5000,1.367891883
mandelbrot,lasdpc,5000,1.370418304
mandelbrot,lasdpc,5000,1.368962016
mandelbrot,lasdpc,5000,1.368281159
mandelbrot,lasdpc,5000,1.369358021
mandelbrot,lasdpc,5000,1.368682165
mandelbrot,lasdpc,5000,1.370471049
mandelbrot,lasdpc,5000,1.368716696
mandelbrot,lasdpc,5000,1.368356830
mandelbrot,lasdpc,5000,1.368233270
mandelbrot,lasdpc,5000,1.368725663
mandelbrot,lasdpc,5000,1.369259267
mandelbrot,lasdpc,5000,1.368803889
mandelbrot,lasdpc,5000,1.366323886
mandelbrot,lasdpc,5000,1.369091146
mandelbrot,lasdpc,5000,1.368875121
mandelbrot,lasdpc,5000,1.369331712
mandelbrot,lasdpc,5000,1.367449168
mandelbrot,lasdpc,5000,1.369979772
mandelbrot,lasdpc,5000,1.368941328
mandelbrot,lasdpc,5000,1.368430715
mandelbrot,lasdpc,5000,1.370445913
mandelbrot,lasdpc,5000,1.368578790
mandelbrot,lasdpc,5000,1.366904838
mandelbrot,lasdpc,5000,1.369476819
mandelbrot,lasdpc,5000,1.368435425
mandelbrot,lasdpc,5000,1.368403876
mandelbrot,lasdpc,5000,1.367611415
mandelbrot,lasdpc,5000,1.367584998
mandelbrot,lasdpc,5000,1.369626594
mandelbrot,lasdpc,5000,1.369476404
mandelbrot,lasdpc,5000,1.368021978
mandelbrot,lasdpc,5000,1.368393893
mandelbrot,lasdpc,5000,1.367367842
mandelbrot,lasdpc,5000,1.368370063
mandelbrot,lasdpc,5000,1.368048218
mandelbrot,lasdpc,5000,1.368327006
mandelbrot,lasdpc,5000,1.368884616
mandelbrot,lasdpc,5000,1.369919927
mandelbrot,lasdpc,5000,1.366296726
mandelbrot,lasdpc,5000,1.368780984
mandelbrot,lasdpc,5000,1.369882100
mandelbrot,lasdpc,5000,1.367813387
mandelbrot,lasdpc,5000,1.368139546
mandelbrot,lasdpc,5000,1.368640788
mandelbrot,lasdpc,5000,1.367568382
mandelbrot,lasdpc,5000,1.368293990
mandelbrot,lasdpc,5000,1.369631409
mandelbrot,lasdpc,5000,1.368746514
mandelbrot,lasdpc,5000,1.368401344
mandelbrot,lasdpc,5000,1.366274527
mandelbrot,lasdpc,5000,1.369097078
mandelbrot,lasdpc,5000,1.369215860
mandelbrot,lasdpc,5000,1.369392099
mandelbrot,lasdpc,5000,1.368808488
mandelbrot,lasdpc,5000,1.368676876
mandelbrot,lasdpc,5000,1.368704612
mandelbrot,lasdpc,5000,1.368546323
mandelbrot,lasdpc,5000,1.368523796
mandelbrot,lasdpc,5000,1.367162141
mandelbrot,lasdpc,5000,1.369115893
mandelbrot,lasdpc,5000,1.368281605
mandelbrot,lasdpc,5000,1.367763904
mandelbrot,lasdpc,5000,1.369562210
mandelbrot,lasdpc,5000,1.369944820
mandelbrot,lasdpc,5000,1.367594585
mandelbrot,lasdpc,5000,1.367586687
mandelbrot,lasdpc,5000,1.367828753
mandelbrot,lasdpc,5000,1.368106586
mandelbrot,lasdpc,5000,1.370538220
mandelbrot,lasdpc,5000,1.368667575
mandelbrot,lasdpc,5000,1.369228795
mandelbrot,lasdpc,5000,1.367824650
mandelbrot,lasdpc,5000,1.369684011
mandelbrot,lasdpc,5000,1.366873163
mandelbrot,lasdpc,5000,1.369073877
mandelbrot,lasdpc,5000,1.366619791
mandelbrot,lasdpc,5000,1.366301269
mandelbrot,lasdpc,5000,1.368717527
mandelbrot,lasdpc,5000,1.368803475
mandelbrot,lasdpc,5000,1.366291845
mandelbrot,lasdpc,5000,1.368692348
mandelbrot,lasdpc,5000,1.366719460
mandelbrot,lasdpc,5000,1.368599074
mandelbrot,lasdpc,5000,1.369394121
mandelbrot,lasdpc,5000,1.369177902
mandelbrot,lasdpc,5000,1.366816748
mandelbrot,lasdpc,5000,1.369382474
mandelbrot,lasdpc,5000,1.368536939
mandelbrot,lasdpc,5000,1.369509060
mandelbrot,lasdpc,5000,1.368223040
mandelbrot,lasdpc,5000,1.368967486
mandelbrot,lasdpc,5000,1.367577841
mandelbrot,lasdpc,5000,1.369344968
mandelbrot,lasdpc,5000,1.368651358
mandelbrot,lasdpc,5000,1.368662655
mandelbrot,lasdpc,5000,1.369051733
mandelbrot,lasdpc,5000,1.368427111
mandelbrot,lasdpc,5000,1.368424570
mandelbrot,lasdpc,5000,1.368626406
mandelbrot,lasdpc,5000,1.368685385
mandelbrot,lasdpc,5000,1.368547940
mandelbrot,lasdpc,5000,1.368726142
mandelbrot,lasdpc,5000,1.370474408
mandelbrot,lasdpc,5000,1.368813692
mandelbrot,lasdpc,5000,1.369652615
mandelbrot,lasdpc,5000,1.368428224
mandelbrot,lasdpc,5000,1.369856016
mandelbrot,lasdpc,5000,1.370492715
mandelbrot,lasdpc,5000,1.368806515
mandelbrot,lasdpc,5000,1.368060537
mandelbrot,lasdpc,5000,1.369385489
mandelbrot,lasdpc,5000,1.367629171
mandelbrot,lasdpc,5000,1.367826104
mandelbrot,lasdpc,5000,1.368410561
mandelbrot,lasdpc,5000,1.368397893
mandelbrot,lasdpc,5000,1.368520553
mandelbrot,lasdpc,5000,1.367156318
mandelbrot,lasdpc,5000,1.368954402
mandelbrot,lasdpc,5000,1.368663359
mandelbrot,lasdpc,5000,1.368497030
mandelbrot,lasdpc,5000,1.366863016
mandelbrot,lasdpc,5000,1.368135716
mandelbrot,lasdpc,5000,1.368371038
mandelbrot,lasdpc,5000,1.369540511
mandelbrot,lasdpc,5000,1.366856126
mandelbrot,lasdpc,5000,1.369712684
mandelbrot,lasdpc,5000,1.367428881
mandelbrot,lasdpc,5000,1.368840967
mandelbrot,lasdpc,5000,1.367991126
mandelbrot,lasdpc,5000,1.367543559
mandelbrot,lasdpc,5000,1.370793121
mandelbrot,lasdpc,5000,1.368397252
mandelbrot,lasdpc,10000,2.724055212
mandelbrot,lasdpc,10000,2.726218651
mandelbrot,lasdpc,10000,2.725347701
mandelbrot,lasdpc,10000,2.724402700
mandelbrot,lasdpc,10000,2.725640969
mandelbrot,lasdpc,10000,2.725413683
mandelbrot,lasdpc,10000,2.723124822
mandelbrot,lasdpc,10000,2.725775615
mandelbrot,lasdpc,10000,2.724400768
mandelbrot,lasdpc,10000,2.725875724
mandelbrot,lasdpc,10000,2.723938362
mandelbrot,lasdpc,10000,2.726086215
mandelbrot,lasdpc,10000,2.724580123
mandelbrot,lasdpc,10000,2.727397350
mandelbrot,lasdpc,10000,2.725869210
mandelbrot,lasdpc,10000,2.725364116
mandelbrot,lasdpc,10000,2.723528785
mandelbrot,lasdpc,10000,2.731633659
mandelbrot,lasdpc,10000,2.723142176
mandelbrot,lasdpc,10000,2.724766665
mandelbrot,lasdpc,10000,2.725621148
mandelbrot,lasdpc,10000,2.725466290
mandelbrot,lasdpc,10000,2.725132464
mandelbrot,lasdpc,10000,2.723999042
mandelbrot,lasdpc,10000,2.725664326
mandelbrot,lasdpc,10000,2.726701459
mandelbrot,lasdpc,10000,2.725477552
mandelbrot,lasdpc,10000,2.723123009
mandelbrot,lasdpc,10000,2.725196649
mandelbrot,lasdpc,10000,2.726020692
mandelbrot,lasdpc,10000,2.724125098
mandelbrot,lasdpc,10000,2.723990088
mandelbrot,lasdpc,10000,2.726014154
mandelbrot,lasdpc,10000,2.726466378
mandelbrot,lasdpc,10000,2.724518571
mandelbrot,lasdpc,10000,2.725734634
mandelbrot,lasdpc,10000,2.724805713
mandelbrot,lasdpc,10000,2.726742391
mandelbrot,lasdpc,10000,2.725604175
mandelbrot,lasdpc,10000,2.723131339
mandelbrot,lasdpc,10000,2.724445323
mandelbrot,lasdpc,10000,2.725539596
mandelbrot,lasdpc,10000,2.725362652
mandelbrot,lasdpc,10000,2.726162501
mandelbrot,lasdpc,10000,2.725583813
mandelbrot,lasdpc,10000,2.726077495
mandelbrot,lasdpc,10000,2.725193613
mandelbrot,lasdpc,10000,2.724927738
mandelbrot,lasdpc,10000,2.724636804
mandelbrot,lasdpc,10000,2.725838714
mandelbrot,lasdpc,10000,2.723952096
mandelbrot,lasdpc,10000,2.725333539
mandelbrot,lasdpc,10000,2.727596612
mandelbrot,lasdpc,10000,2.725109249
mandelbrot,lasdpc,10000,2.723751945
mandelbrot,lasdpc,10000,2.725724519
mandelbrot,lasdpc,10000,2.725929503
mandelbrot,lasdpc,10000,2.725333803
mandelbrot,lasdpc,10000,2.725919558
mandelbrot,lasdpc,10000,2.724665474
mandelbrot,lasdpc,10000,2.725924328
mandelbrot,lasdpc,10000,2.727048214
mandelbrot,lasdpc,10000,2.726076096
mandelbrot,lasdpc,10000,2.725679334
mandelbrot,lasdpc,10000,2.725304278
mandelbrot,lasdpc,10000,2.725662597
mandelbrot,lasdpc,10000,2.726209250
mandelbrot,lasdpc,10000,2.726148456
mandelbrot,lasdpc,10000,2.726025379
mandelbrot,lasdpc,10000,2.723716242
mandelbrot,lasdpc,10000,2.726162908
mandelbrot,lasdpc,10000,2.726045307
mandelbrot,lasdpc,10000,2.726549884
mandelbrot,lasdpc,10000,2.723192672
mandelbrot,lasdpc,10000,2.725118685
mandelbrot,lasdpc,10000,2.725594210
mandelbrot,lasdpc,10000,2.724844771
mandelbrot,lasdpc,10000,2.725393119
mandelbrot,lasdpc,10000,2.724407017
mandelbrot,lasdpc,10000,2.725476352
mandelbrot,lasdpc,10000,2.725606119
mandelbrot,lasdpc,10000,2.725911976
mandelbrot,lasdpc,10000,2.724627062
mandelbrot,lasdpc,10000,2.724419727
mandelbrot,lasdpc,10000,2.725251713
mandelbrot,lasdpc,10000,2.725471375
mandelbrot,lasdpc,10000,2.723168796
mandelbrot,lasdpc,10000,2.725763200
mandelbrot,lasdpc,10000,2.726165927
mandelbrot,lasdpc,10000,2.726413178
mandelbrot,lasdpc,10000,2.725978211
mandelbrot,lasdpc,10000,2.724937219
mandelbrot,lasdpc,10000,2.725364537
mandelbrot,lasdpc,10000,2.726363911
mandelbrot,lasdpc,10000,2.724987323
mandelbrot,lasdpc,10000,2.725539969
mandelbrot,lasdpc,10000,2.727069673
mandelbrot,lasdpc,10000,2.723628210
mandelbrot,lasdpc,10000,2.723590201
mandelbrot,lasdpc,10000,2.724846068
mandelbrot,lasdpc,10000,2.724663953
mandelbrot,lasdpc,10000,2.724417960
mandelbrot,lasdpc,10000,2.724804374
mandelbrot,lasdpc,10000,2.723185837
