algorithm,machine,problem size,time
dijkstra,andromeda,10M,9.953504914
dijkstra,andromeda,10M,9.982361329
dijkstra,andromeda,10M,9.945311183
dijkstra,andromeda,10M,10.013478932
dijkstra,andromeda,10M,10.044494980
dijkstra,andromeda,10M,10.026434501
dijkstra,andromeda,10M,9.957296741
dijkstra,andromeda,10M,9.948472753
dijkstra,andromeda,10M,10.081189731
dijkstra,andromeda,10M,9.978334468
dijkstra,andromeda,10M,9.946087282
dijkstra,andromeda,10M,9.976310234
dijkstra,andromeda,10M,9.945365496
dijkstra,andromeda,10M,9.937247887
dijkstra,andromeda,10M,9.952887587
dijkstra,andromeda,10M,9.987123346
dijkstra,andromeda,10M,9.991885997
dijkstra,andromeda,10M,9.970950901
dijkstra,andromeda,10M,9.995915940
dijkstra,andromeda,10M,9.976971335
dijkstra,andromeda,10M,9.968666884
dijkstra,andromeda,10M,9.969939782
dijkstra,andromeda,10M,9.971376417
dijkstra,andromeda,10M,9.982229438
dijkstra,andromeda,10M,10.006477048
dijkstra,andromeda,10M,9.975532034
dijkstra,andromeda,10M,9.979314676
dijkstra,andromeda,10M,10.056604115
dijkstra,andromeda,10M,9.987181114
dijkstra,andromeda,10M,9.939844712
dijkstra,andromeda,10M,9.976160254
dijkstra,andromeda,10M,9.944133019
dijkstra,andromeda,10M,9.978162514
dijkstra,andromeda,10M,10.048317820
dijkstra,andromeda,10M,9.956985907
dijkstra,andromeda,10M,9.963323697
dijkstra,andromeda,10M,9.959185127
dijkstra,andromeda,10M,9.976812096
dijkstra,andromeda,10M,9.951366726
dijkstra,andromeda,10M,9.974834331
dijkstra,andromeda,10M,9.985890948
dijkstra,andromeda,10M,10.022983488
dijkstra,andromeda,10M,9.962867499
dijkstra,andromeda,10M,9.966822158
dijkstra,andromeda,10M,9.980177422
dijkstra,andromeda,10M,10.024972431
dijkstra,andromeda,10M,9.966148103
dijkstra,andromeda,10M,9.947057540
dijkstra,andromeda,10M,9.981424604
dijkstra,andromeda,10M,9.980548614
dijkstra,andromeda,10M,9.980204615
dijkstra,andromeda,10M,9.968193520
dijkstra,andromeda,10M,10.048257109
dijkstra,andromeda,10M,9.987861129
dijkstra,andromeda,10M,9.959081619
dijkstra,andromeda,10M,9.980058786
dijkstra,andromeda,10M,10.043147468
dijkstra,andromeda,10M,9.954051765
dijkstra,andromeda,10M,9.972470238
dijkstra,andromeda,10M,9.975777415
dijkstra,andromeda,10M,10.047664933
dijkstra,andromeda,10M,9.969730370
dijkstra,andromeda,10M,9.949901454
dijkstra,andromeda,10M,9.989024579
dijkstra,andromeda,10M,9.960834519
dijkstra,andromeda,10M,9.959655893
dijkstra,andromeda,10M,9.947266810
dijkstra,andromeda,10M,9.974289923
dijkstra,andromeda,10M,9.954668536
dijkstra,andromeda,10M,10.027513510
dijkstra,andromeda,10M,10.016349542
dijkstra,andromeda,10M,9.974893470
dijkstra,andromeda,10M,9.938965311
dijkstra,andromeda,10M,9.964354259
dijkstra,andromeda,10M,9.950256228
dijkstra,andromeda,10M,10.011399555
dijkstra,andromeda,10M,9.975552191
dijkstra,andromeda,10M,9.951910340
dijkstra,andromeda,10M,10.071010865
dijkstra,andromeda,10M,9.959675621
dijkstra,andromeda,10M,9.963348039
dijkstra,andromeda,10M,9.969042527
dijkstra,andromeda,10M,9.983746060
dijkstra,andromeda,10M,10.033185179
dijkstra,andromeda,10M,9.975542288
dijkstra,andromeda,10M,9.994291323
dijkstra,andromeda,10M,9.959038551
dijkstra,andromeda,10M,9.993533007
dijkstra,andromeda,10M,9.993336228
dijkstra,andromeda,10M,9.960931715
dijkstra,andromeda,10M,10.056614875
dijkstra,andromeda,10M,10.035281520
dijkstra,andromeda,10M,9.950542362
dijkstra,andromeda,10M,10.004905605
dijkstra,andromeda,10M,9.980395586
dijkstra,andromeda,10M,9.973108698
dijkstra,andromeda,10M,10.029729836
dijkstra,andromeda,10M,9.989869722
dijkstra,andromeda,10M,9.990054980
dijkstra,andromeda,10M,9.969219995
dijkstra,andromeda,10M,9.954519403
dijkstra,andromeda,10M,9.974006991
dijkstra,andromeda,10M,9.943227075
dijkstra,andromeda,10M,9.975539209
dijkstra,andromeda,10M,9.960473594
dijkstra,andromeda,10M,9.955255595
dijkstra,andromeda,10M,10.006091008
dijkstra,andromeda,10M,9.967740092
dijkstra,andromeda,10M,9.975222975
dijkstra,andromeda,10M,9.971718157
dijkstra,andromeda,10M,9.987796544
dijkstra,andromeda,10M,10.019024900
dijkstra,andromeda,10M,10.009015087
dijkstra,andromeda,10M,9.993758022
dijkstra,andromeda,10M,9.952388845
dijkstra,andromeda,10M,10.034410362
dijkstra,andromeda,10M,10.047087753
dijkstra,andromeda,10M,9.960456901
dijkstra,halley,500K,0.243641731
dijkstra,halley,500K,0.244299626
dijkstra,halley,500K,0.245938618
dijkstra,halley,500K,0.297051950
dijkstra,halley,500K,0.247918190
dijkstra,halley,500K,0.245364961
dijkstra,halley,500K,0.244687635
dijkstra,halley,500K,0.250835502
dijkstra,halley,500K,0.247962176
dijkstra,halley,500K,0.254323665
dijkstra,halley,500K,0.255208944
dijkstra,halley,500K,0.249901213
dijkstra,halley,500K,0.247251743
dijkstra,halley,500K,0.245466048
dijkstra,halley,500K,0.243419376
dijkstra,halley,500K,0.243659493
dijkstra,halley,500K,0.253917501
dijkstra,halley,500K,0.244427433
dijkstra,halley,500K,0.245975116
dijkstra,halley,500K,0.247848866
dijkstra,halley,500K,0.245732252
dijkstra,halley,500K,0.244630225
dijkstra,halley,500K,0.243237921
dijkstra,halley,500K,0.243950561
dijkstra,halley,500K,0.244582677
dijkstra,halley,500K,0.246173739
dijkstra,halley,500K,0.246200278
dijkstra,halley,500K,0.255832515
dijkstra,halley,500K,0.249574619
dijkstra,halley,500K,0.245412305
dijkstra,halley,500K,0.247565211
dijkstra,halley,500K,0.245549432
dijkstra,halley,500K,0.244496781
dijkstra,halley,500K,0.245019513
dijkstra,halley,500K,0.246491960
dijkstra,halley,500K,0.249108286
dijkstra,halley,500K,0.248109452
dijkstra,halley,500K,0.250193731
dijkstra,halley,500K,0.243670093
dijkstra,halley,500K,0.248228639
dijkstra,halley,500K,0.244564240
dijkstra,halley,500K,0.246547309
dijkstra,halley,500K,0.250948092
dijkstra,halley,500K,0.252838115
dijkstra,halley,500K,0.249630150
dijkstra,halley,500K,0.246271640
dijkstra,halley,500K,0.254028403
dijkstra,halley,500K,0.244191446
dijkstra,halley,500K,0.254919426
dijkstra,halley,500K,0.256727804
dijkstra,halley,500K,0.245716581
dijkstra,halley,500K,0.258024890
dijkstra,halley,500K,0.254902891
dijkstra,halley,500K,0.244231209
dijkstra,halley,500K,0.243833568
dijkstra,halley,500K,0.252470142
dijkstra,halley,500K,0.243653040
dijkstra,halley,500K,0.255471171
dijkstra,halley,500K,0.248190768
dijkstra,halley,500K,0.245472708
dijkstra,halley,500K,0.254772249
dijkstra,halley,500K,0.247051344
dijkstra,halley,500K,0.243429016
dijkstra,halley,500K,0.249260988
dijkstra,halley,500K,0.249290429
dijkstra,halley,500K,0.248136395
dijkstra,halley,500K,0.246134641
dijkstra,halley,500K,0.259275747
dijkstra,halley,500K,0.246997966
dijkstra,halley,500K,0.247017146
dijkstra,halley,500K,0.245919893
dijkstra,halley,500K,0.244351084
dijkstra,halley,500K,0.259620902
dijkstra,halley,500K,0.246482829
dijkstra,halley,500K,0.256795249
dijkstra,halley,500K,0.243888459
dijkstra,halley,500K,0.253473827
dijkstra,halley,500K,0.257001101
dijkstra,halley,500K,0.251767724
dijkstra,halley,500K,0.243977176
dijkstra,halley,500K,0.247695388
dijkstra,halley,500K,0.244628859
dijkstra,halley,500K,0.246167198
dijkstra,halley,500K,0.250155094
dijkstra,halley,500K,0.250842826
dijkstra,halley,500K,0.243835399
dijkstra,halley,500K,0.244680123
dijkstra,halley,500K,0.249314649
dijkstra,halley,500K,0.247129791
dijkstra,halley,500K,0.244049155
dijkstra,halley,500K,0.246485272
dijkstra,halley,500K,0.244367126
dijkstra,halley,500K,0.247878504
dijkstra,halley,500K,0.244497133
dijkstra,halley,500K,0.248308003
dijkstra,halley,500K,0.243791507
dijkstra,halley,500K,0.244166469
dijkstra,halley,500K,0.247450351
dijkstra,halley,500K,0.245814850
dijkstra,halley,500K,0.247183674
dijkstra,halley,500K,0.258062508
dijkstra,halley,500K,0.246015966
dijkstra,halley,500K,0.249115595
dijkstra,halley,500K,0.244254590
dijkstra,halley,500K,0.246099977
dijkstra,halley,500K,0.247309033
dijkstra,halley,500K,0.248493901
dijkstra,halley,500K,0.248000111
dijkstra,halley,500K,0.245551831
dijkstra,halley,500K,0.246773491
dijkstra,halley,500K,0.243922213
dijkstra,halley,500K,0.244162430
dijkstra,halley,500K,0.245142878
dijkstra,halley,500K,0.244980082
dijkstra,halley,500K,0.243846056
dijkstra,halley,500K,0.246979311
dijkstra,halley,500K,0.245643880
dijkstra,halley,500K,0.246657608
dijkstra,halley,500K,0.248504503
dijkstra,halley,500K,0.244421284
dijkstra,halley,500K,0.244214429
dijkstra,halley,500K,0.246340435
dijkstra,halley,500K,0.243923128
dijkstra,halley,500K,0.249894335
dijkstra,halley,500K,0.244806889
dijkstra,halley,500K,0.246794437
dijkstra,halley,500K,0.243908671
dijkstra,halley,500K,0.245428294
dijkstra,halley,500K,0.247011617
dijkstra,halley,500K,0.244254953
dijkstra,halley,500K,0.244093239
dijkstra,halley,500K,0.244829214
dijkstra,halley,500K,0.244447939
dijkstra,halley,500K,0.245029875
dijkstra,halley,500K,0.245827570
dijkstra,halley,500K,0.246302144
dijkstra,halley,500K,0.244916878
dijkstra,halley,500K,0.244232535
dijkstra,halley,500K,0.251891393
dijkstra,halley,500K,0.252681922
dijkstra,halley,500K,0.245109093
dijkstra,halley,500K,0.252982812
dijkstra,halley,500K,0.254433258
dijkstra,halley,500K,0.243908450
dijkstra,halley,500K,0.252807120
dijkstra,halley,500K,0.244187224
dijkstra,halley,500K,0.247279076
dijkstra,halley,500K,0.244708653
dijkstra,halley,500K,0.247517971
dijkstra,halley,500K,0.251590112
dijkstra,halley,500K,0.249635043
dijkstra,halley,500K,0.249771118
dijkstra,halley,500K,0.245742943
dijkstra,halley,500K,0.244631134
dijkstra,halley,500K,0.251612696
dijkstra,halley,500K,0.250514034
dijkstra,halley,500K,0.247221115
dijkstra,halley,500K,0.247181093
dijkstra,halley,500K,0.244781770
dijkstra,halley,500K,0.243909309
dijkstra,halley,500K,0.245782163
dijkstra,halley,500K,0.246099948
dijkstra,halley,500K,0.244100290
dijkstra,halley,500K,0.244628219
dijkstra,halley,500K,0.245414932
dijkstra,halley,500K,0.245525982
dijkstra,halley,500K,0.249470732
dijkstra,halley,500K,0.251549180
dijkstra,halley,500K,0.255402476
dijkstra,halley,500K,0.247447511
dijkstra,halley,500K,0.248262246
dijkstra,halley,500K,0.244199679
dijkstra,halley,500K,0.247233711
dijkstra,halley,500K,0.248651861
dijkstra,halley,500K,0.244898529
dijkstra,halley,500K,0.247584491
dijkstra,halley,500K,0.244597271
dijkstra,halley,500K,0.248891705
dijkstra,halley,500K,0.244218252
dijkstra,halley,500K,0.248160408
dijkstra,halley,500K,0.244355140
dijkstra,halley,500K,0.243728569
dijkstra,halley,500K,0.256081077
dijkstra,halley,500K,0.244614984
dijkstra,halley,500K,0.247296445
dijkstra,halley,500K,0.246474962
dijkstra,halley,500K,0.246039449
dijkstra,halley,500K,0.244030343
dijkstra,halley,500K,0.245934173
dijkstra,halley,500K,0.243521711
dijkstra,halley,500K,0.248570966
dijkstra,halley,500K,0.247247314
dijkstra,halley,500K,0.249848083
dijkstra,halley,500K,0.244799537
dijkstra,halley,500K,0.247216245
dijkstra,halley,500K,0.249213714
dijkstra,halley,500K,0.246505947
dijkstra,halley,500K,0.244987848
dijkstra,halley,500K,0.245976702
dijkstra,halley,500K,0.244287235
dijkstra,halley,500K,0.244541467
dijkstra,halley,500K,0.243592730
dijkstra,halley,500K,0.243538109
dijkstra,halley,500K,0.245993502
dijkstra,halley,500K,0.244740403
dijkstra,halley,500K,0.244221247
dijkstra,halley,500K,0.247989026
dijkstra,halley,500K,0.245352305
dijkstra,halley,500K,0.244334364
dijkstra,halley,500K,0.247124676
dijkstra,halley,500K,0.245157844
dijkstra,halley,500K,0.249466266
dijkstra,halley,500K,0.244610854
dijkstra,halley,500K,0.244842815
dijkstra,halley,500K,0.246128158
dijkstra,halley,500K,0.244375178
dijkstra,halley,500K,0.244743157
dijkstra,halley,500K,0.250986207
dijkstra,halley,500K,0.249074335
dijkstra,halley,500K,0.251892622
dijkstra,halley,500K,0.245027952
dijkstra,halley,500K,0.244307480
dijkstra,halley,500K,0.245869634
dijkstra,halley,500K,0.249414468
dijkstra,halley,500K,0.256585621
dijkstra,halley,500K,0.248844313
dijkstra,halley,500K,0.248856855
dijkstra,halley,500K,0.249140102
dijkstra,halley,500K,0.248623418
dijkstra,halley,500K,0.245926168
dijkstra,halley,500K,0.244705493
dijkstra,halley,500K,0.246775237
dijkstra,halley,500K,0.244024372
dijkstra,halley,500K,0.246985181
dijkstra,halley,500K,0.244647932
dijkstra,halley,500K,0.245300774
dijkstra,halley,500K,0.244787539
dijkstra,halley,500K,0.246411151
dijkstra,halley,500K,0.245766559
dijkstra,halley,500K,0.246885770
dijkstra,halley,500K,0.251644875
dijkstra,halley,500K,0.248577609
dijkstra,halley,500K,0.245243524
dijkstra,halley,500K,0.246943069
dijkstra,halley,500K,0.247133095
dijkstra,halley,500K,0.244545531
dijkstra,halley,500K,0.246004570
dijkstra,halley,500K,0.248049345
dijkstra,halley,500K,0.244502667
dijkstra,halley,500K,0.244869047
dijkstra,halley,500K,0.287250530
dijkstra,halley,500K,0.245445340
dijkstra,halley,500K,0.244034801
dijkstra,halley,500K,0.244094866
dijkstra,halley,500K,0.246861237
dijkstra,halley,500K,0.244777490
dijkstra,halley,500K,0.249185462
dijkstra,halley,500K,0.244526132
dijkstra,halley,500K,0.244120486
dijkstra,halley,500K,0.244970208
dijkstra,halley,500K,0.246670757
dijkstra,halley,500K,0.247342021
dijkstra,halley,500K,0.245124117
dijkstra,halley,500K,0.245042674
dijkstra,halley,500K,0.244205657
dijkstra,halley,500K,0.245077689
dijkstra,halley,500K,0.251030023
dijkstra,halley,500K,0.244775105
dijkstra,halley,500K,0.244543044
dijkstra,halley,500K,0.245800657
dijkstra,halley,500K,0.246658399
dijkstra,halley,500K,0.245371144
dijkstra,halley,500K,0.246400620
dijkstra,halley,500K,0.244625291
dijkstra,halley,500K,0.244243805
dijkstra,halley,500K,0.244816264
dijkstra,halley,500K,0.244201974
dijkstra,halley,500K,0.245312740
dijkstra,halley,500K,0.247330563
dijkstra,halley,500K,0.244785858
dijkstra,halley,500K,0.243866221
dijkstra,halley,500K,0.245107905
dijkstra,halley,500K,0.243999294
dijkstra,halley,500K,0.244208052
dijkstra,halley,500K,0.243725094
dijkstra,halley,500K,0.244959167
dijkstra,halley,500K,0.244571918
dijkstra,halley,500K,0.245074809
dijkstra,halley,500K,0.243979529
dijkstra,halley,500K,0.245346104
dijkstra,halley,500K,0.244247828
dijkstra,halley,500K,0.245519039
dijkstra,halley,500K,0.244076294
dijkstra,halley,500K,0.244480044
dijkstra,halley,500K,0.244660725
dijkstra,halley,500K,0.245220443
dijkstra,halley,500K,0.253808872
dijkstra,halley,500K,0.245135546
dijkstra,halley,500K,0.246490347
dijkstra,halley,500K,0.246006431
dijkstra,halley,500K,0.245410242
dijkstra,halley,500K,0.244531861
dijkstra,halley,500K,0.245313948
dijkstra,halley,500K,0.244148510
dijkstra,halley,500K,0.248529846
dijkstra,halley,500K,0.248957368
dijkstra,halley,500K,0.245207080
dijkstra,halley,500K,0.246637988
dijkstra,halley,500K,0.251658046
dijkstra,halley,500K,0.244339871
dijkstra,halley,500K,0.245752629
dijkstra,halley,500K,0.245105542
dijkstra,halley,500K,0.244105532
dijkstra,halley,500K,0.244418143
dijkstra,halley,500K,0.245468572
dijkstra,halley,500K,0.245299675
dijkstra,halley,500K,0.245273479
dijkstra,halley,500K,0.245140379
dijkstra,halley,500K,0.244662941
dijkstra,halley,500K,0.244016330
dijkstra,halley,500K,0.244269859
dijkstra,halley,500K,0.247538362
dijkstra,halley,500K,0.249384021
dijkstra,halley,500K,0.244900705
dijkstra,halley,500K,0.243970108
dijkstra,halley,500K,0.245311429
dijkstra,halley,500K,0.246191782
dijkstra,halley,500K,0.245590004
dijkstra,halley,500K,0.248025582
dijkstra,halley,500K,0.245960148
dijkstra,halley,500K,0.246449021
dijkstra,halley,500K,0.245675848
dijkstra,halley,500K,0.244520100
dijkstra,halley,500K,0.244473296
dijkstra,halley,500K,0.243696889
dijkstra,halley,500K,0.244844705
dijkstra,halley,500K,0.243991398
dijkstra,halley,500K,0.246361093
dijkstra,halley,500K,0.244384316
dijkstra,halley,500K,0.247433409
dijkstra,halley,500K,0.246217247
dijkstra,halley,500K,0.244049094
dijkstra,halley,500K,0.244817082
dijkstra,halley,500K,0.246785270
dijkstra,halley,500K,0.245142500
dijkstra,halley,500K,0.244207117
dijkstra,halley,500K,0.244139411
dijkstra,halley,500K,0.246958568
dijkstra,halley,500K,0.243784938
dijkstra,halley,500K,0.247078386
dijkstra,halley,500K,0.244148972
dijkstra,halley,500K,0.246645642
dijkstra,halley,500K,0.243938650
dijkstra,halley,500K,0.246551512
dijkstra,halley,500K,0.244772893
dijkstra,halley,500K,0.245302295
dijkstra,halley,500K,0.246636871
dijkstra,halley,500K,0.244402164
dijkstra,halley,500K,0.244277559
dijkstra,halley,500K,0.245990881
dijkstra,halley,500K,0.243684138
dijkstra,halley,500K,0.246206402
dijkstra,halley,500K,0.244506682
dijkstra,halley,500K,0.248178791
dijkstra,halley,500K,0.246408445
dijkstra,halley,500K,0.249738292
dijkstra,halley,500K,0.246264760
dijkstra,halley,500K,0.246405057
dijkstra,halley,500K,0.244111857
dijkstra,halley,500K,0.244335255
dijkstra,halley,500K,0.245069503
dijkstra,halley,500K,0.244992866
dijkstra,halley,500K,0.243912295
dijkstra,halley,500K,0.245337138
dijkstra,halley,500K,0.259291101
dijkstra,halley,500K,0.251841012
dijkstra,halley,500K,0.248497045
dijkstra,halley,500K,0.244315858
dijkstra,halley,500K,0.246217749
dijkstra,halley,500K,0.244119980
dijkstra,halley,500K,0.246502538
dijkstra,halley,500K,0.247245255
dijkstra,halley,500K,0.248695134
dijkstra,halley,500K,0.244043321
dijkstra,halley,500K,0.244778797
dijkstra,halley,500K,0.248653665
dijkstra,halley,500K,0.243910091
dijkstra,halley,500K,0.247710504
dijkstra,halley,500K,0.246292152
dijkstra,halley,500K,0.247099894
dijkstra,halley,500K,0.245339896
dijkstra,halley,500K,0.244302782
dijkstra,halley,500K,0.245898824
dijkstra,halley,500K,0.245409811
dijkstra,halley,500K,0.246087321
dijkstra,halley,500K,0.246518460
dijkstra,halley,500K,0.244708530
dijkstra,halley,500K,0.244103681
dijkstra,halley,500K,0.247103884
dijkstra,halley,500K,0.247446132
dijkstra,halley,500K,0.244476327
dijkstra,halley,500K,0.244233735
dijkstra,halley,500K,0.244775822
dijkstra,halley,500K,0.245641572
dijkstra,halley,500K,0.247003011
dijkstra,halley,500K,0.244882820
dijkstra,halley,500K,0.243966862
dijkstra,halley,500K,0.245305382
dijkstra,halley,500K,0.256685705
dijkstra,halley,500K,0.245107429
dijkstra,halley,500K,0.243966058
dijkstra,halley,500K,0.247229458
dijkstra,halley,500K,0.244382299
dijkstra,halley,500K,0.246603082
dijkstra,halley,500K,0.245161809
dijkstra,halley,500K,0.246676537
dijkstra,halley,500K,0.247382790
dijkstra,halley,500K,0.244873234
dijkstra,halley,500K,0.246771234
dijkstra,halley,500K,0.245818524
dijkstra,halley,500K,0.244430450
dijkstra,halley,500K,0.252323018
dijkstra,halley,500K,0.248993688
dijkstra,halley,500K,0.245792000
dijkstra,halley,500K,0.246400652
dijkstra,halley,500K,0.256023067
dijkstra,halley,500K,0.256315389
dijkstra,halley,500K,0.247470352
dijkstra,halley,500K,0.248855313
dijkstra,halley,500K,0.245367839
dijkstra,halley,500K,0.246341252
dijkstra,halley,500K,0.246425233
dijkstra,halley,500K,0.245073502
dijkstra,halley,500K,0.244515579
dijkstra,halley,500K,0.244655361
dijkstra,halley,500K,0.244981009
dijkstra,halley,500K,0.247410610
dijkstra,halley,500K,0.244625032
dijkstra,halley,500K,0.244097659
dijkstra,halley,500K,0.246331850
dijkstra,halley,500K,0.245733705
dijkstra,halley,500K,0.243596091
dijkstra,halley,500K,0.246879571
dijkstra,halley,500K,0.245157159
dijkstra,halley,500K,0.244591296
dijkstra,halley,500K,0.247311134
dijkstra,halley,500K,0.247416323
dijkstra,halley,500K,0.245152810
dijkstra,halley,500K,0.252785229
dijkstra,halley,500K,0.245826820
dijkstra,halley,500K,0.252268107
dijkstra,halley,500K,0.247700661
dijkstra,halley,500K,0.248150750
dijkstra,halley,500K,0.244622895
dijkstra,halley,500K,0.248344952
dijkstra,halley,500K,0.243511046
dijkstra,halley,500K,0.255855409
dijkstra,halley,500K,0.244248883
dijkstra,halley,500K,0.256718434
dijkstra,halley,500K,0.252645458
dijkstra,halley,500K,0.255866816
dijkstra,halley,500K,0.243573389
dijkstra,halley,500K,0.245642085
dijkstra,halley,500K,0.251714177
dijkstra,halley,500K,0.251408139
dijkstra,halley,500K,0.250192576
dijkstra,halley,500K,0.244763081
dijkstra,halley,500K,0.246236596
dijkstra,halley,500K,0.248270385
dijkstra,halley,500K,0.248266132
dijkstra,halley,500K,0.244537120
dijkstra,halley,500K,0.244969202
dijkstra,halley,500K,0.245141833
dijkstra,halley,500K,0.246814747
dijkstra,halley,500K,0.248808069
dijkstra,halley,500K,0.247055651
dijkstra,halley,500K,0.245983661
dijkstra,halley,500K,0.244172533
dijkstra,halley,500K,0.244243265
dijkstra,halley,500K,0.245055976
dijkstra,halley,500K,0.248924787
dijkstra,halley,500K,0.247991960
dijkstra,halley,500K,0.245109418
dijkstra,halley,500K,0.247757346
dijkstra,halley,500K,0.248593934
dijkstra,halley,500K,0.244774199
dijkstra,halley,500K,0.245553518
dijkstra,halley,500K,0.246702025
dijkstra,halley,500K,0.245372930
dijkstra,halley,500K,0.244250354
dijkstra,halley,500K,0.245358066
dijkstra,halley,500K,0.246452296
dijkstra,halley,500K,0.244633277
dijkstra,halley,500K,0.247189636
dijkstra,halley,500K,0.245660128
dijkstra,halley,500K,0.254676621
dijkstra,halley,500K,0.245324033
dijkstra,halley,500K,0.248683571
dijkstra,halley,500K,0.245630986
dijkstra,halley,500K,0.247212766
dijkstra,halley,500K,0.248006476
dijkstra,halley,500K,0.244350265
dijkstra,halley,500K,0.244971921
dijkstra,halley,500K,0.249561857
dijkstra,halley,500K,0.246926447
dijkstra,halley,500K,0.246631673
dijkstra,halley,500K,0.248704742
dijkstra,halley,500K,0.243574696
dijkstra,halley,500K,0.253465472
dijkstra,halley,500K,0.255840751
dijkstra,halley,500K,0.246906291
dijkstra,halley,500K,0.243977229
dijkstra,halley,500K,0.245186719
dijkstra,halley,500K,0.249691790
dijkstra,halley,500K,0.253749390
dijkstra,halley,500K,0.246328366
dijkstra,halley,500K,0.245163962
dijkstra,halley,500K,0.255354051
dijkstra,halley,500K,0.254784925
dijkstra,halley,500K,0.249019456
dijkstra,halley,500K,0.244082793
dijkstra,halley,500K,0.244003053
dijkstra,halley,500K,0.245719763
dijkstra,halley,500K,0.243706396
dijkstra,halley,500K,0.244865103
dijkstra,halley,500K,0.248772342
dijkstra,halley,500K,0.246680781
dijkstra,halley,500K,0.260643358
dijkstra,halley,500K,0.248483260
dijkstra,halley,500K,0.249803055
dijkstra,halley,500K,0.256702444
dijkstra,halley,500K,0.245338014
dijkstra,halley,500K,0.247526473
dijkstra,halley,500K,0.244513029
dijkstra,halley,500K,0.257943468
dijkstra,halley,500K,0.244123316
dijkstra,halley,500K,0.246053512
dijkstra,halley,500K,0.247125596
dijkstra,halley,500K,0.260878743
dijkstra,halley,500K,0.245088977
dijkstra,halley,500K,0.251077576
dijkstra,halley,500K,0.244370958
dijkstra,halley,500K,0.243995416
dijkstra,halley,500K,0.244740990
dijkstra,halley,500K,0.244497365
dijkstra,halley,500K,0.245221223
dijkstra,halley,500K,0.250463235
dijkstra,halley,500K,0.245394834
dijkstra,halley,500K,0.246577825
dijkstra,halley,500K,0.244531158
dijkstra,halley,500K,0.245167640
dijkstra,halley,500K,0.246774131
dijkstra,halley,500K,0.243886463
dijkstra,halley,500K,0.248037795
dijkstra,halley,500K,0.247412848
dijkstra,halley,500K,0.246984616
dijkstra,halley,500K,0.244319043
dijkstra,halley,500K,0.247476075
dijkstra,halley,500K,0.243930019
dijkstra,halley,500K,0.244715159
dijkstra,halley,500K,0.249283617
dijkstra,halley,500K,0.249053502
dijkstra,halley,500K,0.245307386
dijkstra,halley,500K,0.245987866
dijkstra,halley,500K,0.246378836
dijkstra,halley,500K,0.244787846
dijkstra,halley,500K,0.244735379
dijkstra,halley,500K,0.252866908
dijkstra,halley,500K,0.253779288
dijkstra,halley,500K,0.244825533
dijkstra,halley,500K,0.246228999
dijkstra,halley,500K,0.244236095
dijkstra,halley,500K,0.248817061
dijkstra,halley,500K,0.246857662
dijkstra,halley,500K,0.252704361
dijkstra,halley,500K,0.256972552
dijkstra,halley,500K,0.252909831
dijkstra,halley,500K,0.245339951
dijkstra,halley,500K,0.253250178
dijkstra,halley,500K,0.244349821
dijkstra,halley,500K,0.247938265
dijkstra,halley,500K,0.243872502
dijkstra,halley,500K,0.244007160
dijkstra,halley,500K,0.244870785
dijkstra,halley,500K,0.254409436
dijkstra,halley,500K,0.247390385
dijkstra,halley,500K,0.246942362
dijkstra,halley,500K,0.250290362
dijkstra,halley,500K,0.247704517
dijkstra,halley,500K,0.245713297
dijkstra,halley,500K,0.246440341
dijkstra,halley,500K,0.244428184
dijkstra,halley,500K,0.244175332
dijkstra,halley,500K,0.246895293
dijkstra,halley,500K,0.244140779
dijkstra,halley,500K,0.244271724
dijkstra,halley,500K,0.251449376
dijkstra,halley,500K,0.254419573
dijkstra,halley,500K,0.249494179
dijkstra,halley,500K,0.248857541
dijkstra,halley,500K,0.253405060
dijkstra,halley,500K,0.248339272
dijkstra,halley,500K,0.243940965
dijkstra,halley,500K,0.246016877
dijkstra,halley,500K,0.246385816
dijkstra,halley,500K,0.246230826
dijkstra,halley,500K,0.246770049
dijkstra,halley,500K,0.244813227
dijkstra,halley,500K,0.243960983
dijkstra,halley,500K,0.246177135
dijkstra,halley,500K,0.246153384
dijkstra,halley,500K,0.246518701
dijkstra,halley,500K,0.244033992
dijkstra,halley,500K,0.244789828
dijkstra,halley,500K,0.248892821
dijkstra,halley,500K,0.249945650
dijkstra,halley,500K,0.247463156
dijkstra,halley,500K,0.244246236
dijkstra,halley,500K,0.248126971
dijkstra,halley,500K,0.246874120
dijkstra,halley,500K,0.246230334
dijkstra,halley,500K,0.247898948
dijkstra,halley,500K,0.244929468
dijkstra,halley,500K,0.244631270
dijkstra,halley,500K,0.244632571
dijkstra,halley,500K,0.244691735
dijkstra,halley,500K,0.244173118
dijkstra,halley,500K,0.246462435
dijkstra,halley,500K,0.246524970
dijkstra,halley,500K,0.246823449
dijkstra,halley,500K,0.244863962
dijkstra,halley,500K,0.245113647
dijkstra,halley,500K,0.254898662
dijkstra,halley,500K,0.249527350
dijkstra,halley,500K,0.248483113
dijkstra,halley,500K,0.255269585
dijkstra,halley,500K,0.247900869
dijkstra,halley,500K,0.246210694
dijkstra,halley,500K,0.244206593
dijkstra,halley,500K,0.244433582
dijkstra,halley,500K,0.244672944
dijkstra,halley,500K,0.247945028
dijkstra,halley,500K,0.247655381
dijkstra,halley,500K,0.243978462
dijkstra,halley,500K,0.245167444
